country,province,timeline
Angola,['mainland'],"{'cases': {'1/23/22': 96582, '1/24/22': 97263, '1/25/22': 97594}, 'deaths': {'1/23/22': 1888, '1/24/22': 1888, '1/25/22': 1891}, 'recovered': {'1/23/22': 0, '1/24/22': 0, '1/25/22': 0}}"
